 profundidade, Hcp_real, Hcp_imag, Hcx_real, Hcx_imag, rho
  0.5000000000000000E+01, -0.7607317991985352E-01, -0.2708922577984384E-04,  0.1544606368244294E+00, -0.4888632565191684E-04,  0.2000000000000000E+03
  0.5099999904632568E+01, -0.7607325174154604E-01, -0.2889153556360811E-04,  0.1544604919096517E+00, -0.5242292906275713E-04,  0.2000000000000000E+03
  0.5199999809265137E+01, -0.7607332723252369E-01, -0.3098551668058507E-04,  0.1544603395762391E+00, -0.5653240126552877E-04,  0.2000000000000000E+03
  0.5300000190734863E+01, -0.7607340671866687E-01, -0.3344328756828750E-04,  0.1544601791653496E+00, -0.6135666263356727E-04,  0.2000000000000000E+03
  0.5400000095367432E+01, -0.7607349058207875E-01, -0.3636306204734708E-04,  0.1544600099043253E+00, -0.6708909973671583E-04,  0.2000000000000000E+03
  0.5500000000000000E+01, -0.7607357927638571E-01, -0.3988207376556559E-04,  0.1544598308756621E+00, -0.7400013533020253E-04,  0.2000000000000000E+03
  0.5599999904632568E+01, -0.7607367334815374E-01, -0.4419800868788965E-04,  0.1544596409735363E+00, -0.8247970344008256E-04,  0.2000000000000000E+03
  0.5699999809265137E+01, -0.7607377346781712E-01, -0.4960626192114290E-04,  0.1544594388409644E+00, -0.9311125338871111E-04,  0.2000000000000000E+03
  0.5800000190734863E+01, -0.7607388047604714E-01, -0.5656849823794718E-04,  0.1544592227754492E+00, -0.1068083592421224E-03,  0.2000000000000000E+03
  0.5900000095367432E+01, -0.7607399545655880E-01, -0.6584799528038618E-04,  0.1544589905805414E+00, -0.1250856065621315E-03,  0.2000000000000000E+03
  0.6000000000000000E+01, -0.7607411985728969E-01, -0.7880161265194348E-04,  0.1544587393180390E+00, -0.1506469442775161E-03,  0.2000000000000000E+03
  0.6099999904632568E+01, -0.7607412380809750E-01, -0.6346798888900427E-04,  0.1544584716798134E+00, -0.1812820638612563E-03,  0.2000000000000000E+03
  0.6199999809265137E+01, -0.7607412160915927E-01, -0.4813597199917258E-04,  0.1544581928430630E+00, -0.2119187442645244E-03,  0.2000000000000000E+03
  0.6300000190734863E+01, -0.7607411327195987E-01, -0.3280551225538033E-04,  0.1544579028061129E+00, -0.2425568743632866E-03,  0.2000000000000000E+03
  0.6400000095367432E+01, -0.7607409880761506E-01, -0.1747656287349849E-04,  0.1544576015676057E+00, -0.2731963485151682E-03,  0.2000000000000000E+03
  0.6500000000000000E+01, -0.7607407822689424E-01, -0.2149079819006596E-05,  0.1544572891264939E+00, -0.3038370662019498E-03,  0.2000000000000000E+03
  0.6599999904632568E+01, -0.7607405154023482E-01,  0.1317697836985400E-04,  0.1544569654820101E+00, -0.3344789317045358E-03,  0.1000000000000000E+01
  0.6699999809265137E+01, -0.7607401875776015E-01,  0.2850165074848978E-04,  0.1544566306336579E+00, -0.3651218537997257E-03,  0.1000000000000000E+01
  0.6800000190734863E+01, -0.7607397988929498E-01,  0.4382497411741185E-04,  0.1544562845811912E+00, -0.3957657454794453E-03,  0.1000000000000000E+01
  0.6900000095367432E+01, -0.7607393494438010E-01,  0.5914698316472407E-04,  0.1544559273246027E+00, -0.4264105236933127E-03,  0.1000000000000000E+01
  0.7000000000000000E+01, -0.7607388393228476E-01,  0.7446771059420661E-04,  0.1544555588641081E+00, -0.4570561091044552E-03,  0.1000000000000000E+01
  0.7099999904632568E+01, -0.7607406253083071E-01,  0.1084011877073611E-04,  0.1544551964273930E+00, -0.4826304599712913E-03,  0.1000000000000000E+01
  0.7199999809265137E+01, -0.7607424797110440E-01, -0.3484866735120363E-04,  0.1544548547826520E+00, -0.5009235073521338E-03,  0.1000000000000000E+01
  0.7300000190734863E+01, -0.7607443866632460E-01, -0.6922450211658426E-04,  0.1544545310012252E+00, -0.5146393322777873E-03,  0.1000000000000000E+01
  0.7400000095367432E+01, -0.7607463346873031E-01, -0.9601483616896448E-04,  0.1544542228730036E+00, -0.5252926572645685E-03,  0.1000000000000000E+01
  0.7500000000000000E+01, -0.7607483150880191E-01, -0.1174743822668670E-03,  0.1544539286704517E+00, -0.5337971992605101E-03,  0.1000000000000000E+01
  0.7599999904632568E+01, -0.7607503210501711E-01, -0.1350459882801683E-03,  0.1544536470055453E+00, -0.5407365573716945E-03,  0.1000000000000000E+01
  0.7699999809265137E+01, -0.7607523470912189E-01, -0.1496954152624550E-03,  0.1544533767381064E+00, -0.5465008232359157E-03,  0.1000000000000000E+01
  0.7800000190734863E+01, -0.7607543887091352E-01, -0.1620932619143383E-03,  0.1544531169143838E+00, -0.5513605859619810E-03,  0.1000000000000000E+01
  0.7900000095367432E+01, -0.7607564421451943E-01, -0.1727196200727669E-03,  0.1544528667243829E+00, -0.5555094081425003E-03,  0.1000000000000000E+01
  0.8000000000000000E+01, -0.7607585042180509E-01, -0.1819271861776688E-03,  0.1544526254712993E+00, -0.5590893968039482E-03,  0.1000000000000000E+01
  0.8100000381469727E+01, -0.7607605722041368E-01, -0.1899808605787107E-03,  0.1544523925490539E+00, -0.5622072267138208E-03,  0.1000000000000000E+01
  0.8199999809265137E+01, -0.7607626437491485E-01, -0.1970834500070546E-03,  0.1544521674254125E+00, -0.5649445296817439E-03,  0.1000000000000000E+01
  0.8300000190734863E+01, -0.7607647168011257E-01, -0.2033928452727455E-03,  0.1544519496290578E+00, -0.5673648322045147E-03,  0.1000000000000000E+01
  0.8399999618530273E+01, -0.7607667895588743E-01, -0.2090337983628227E-03,  0.1544517387395233E+00, -0.5695183086849399E-03,  0.1000000000000000E+01
  0.8500000000000000E+01, -0.7607688604315922E-01, -0.2141061803029768E-03,  0.1544515343792311E+00, -0.5714451124024914E-03,  0.1000000000000000E+01
  0.8600000381469727E+01, -0.7607709280067393E-01, -0.2186908879551693E-03,  0.1544513362071225E+00, -0.5731777570028495E-03,  0.1000000000000000E+01
  0.8699999809265137E+01, -0.7607729910242400E-01, -0.2228541449935658E-03,  0.1544511439134917E+00, -0.5747428498580811E-03,  0.1000000000000000E+01
  0.8800000190734863E+01, -0.7607750483553831E-01, -0.2266506841229658E-03,  0.1544509572157572E+00, -0.5761623741076145E-03,  0.1000000000000000E+01
  0.8899999618530273E+01, -0.7607770989855822E-01, -0.2301261358298448E-03,  0.1544507758549642E+00, -0.5774546507438433E-03,  0.1000000000000000E+01
  0.9000000000000000E+01, -0.7607791419999735E-01, -0.2333188452076239E-03,  0.1544505995928687E+00, -0.5786350701610261E-03,  0.1000000000000000E+01
  0.9100000381469727E+01, -0.7607811765713769E-01, -0.2362612704369297E-03,  0.1544504282094855E+00, -0.5797166551284211E-03,  0.1000000000000000E+01
  0.9199999809265137E+01, -0.7607832019501638E-01, -0.2389810711204419E-03,  0.1544502615010111E+00, -0.5807104988228862E-03,  0.1000000000000000E+01
  0.9300000190734863E+01, -0.7607852174556269E-01, -0.2415019638371714E-03,  0.1544500992780551E+00, -0.5816261091105263E-03,  0.1000000000000000E+01
  0.9399999618530273E+01, -0.7607872224685831E-01, -0.2438444009918467E-03,  0.1544499413641195E+00, -0.5824716816764068E-03,  0.1000000000000000E+01
  0.9500000000000000E+01, -0.7607892164250514E-01, -0.2460261141088346E-03,  0.1544497875942897E+00, -0.5832543185833899E-03,  0.1000000000000000E+01
  0.9600000381469727E+01, -0.7607911988107391E-01, -0.2480625521300911E-03,  0.1544496378140976E+00, -0.5839802045686137E-03,  0.1000000000000000E+01
  0.9699999809265137E+01, -0.7607931691562519E-01, -0.2499672376433171E-03,  0.1544494918785307E+00, -0.5846547503122273E-03,  0.1000000000000000E+01
  0.9800000190734863E+01, -0.7607951270329384E-01, -0.2517520584252093E-03,  0.1544493496511658E+00, -0.5852827096773712E-03,  0.1000000000000000E+01
  0.9899999618530273E+01, -0.7607970720492117E-01, -0.2534275075966960E-03,  0.1544492110034039E+00, -0.5858682762752407E-03,  0.1000000000000000E+01
  0.1000000000000000E+02, -0.7607990038472998E-01, -0.2550028826540538E-03,  0.1544490758137968E+00, -0.5864151634865508E-03,  0.1000000000000000E+01
  0.1010000038146973E+02, -0.7608009221004075E-01, -0.2564864513626442E-03,  0.1544489439674511E+00, -0.5869266711537049E-03,  0.1000000000000000E+01
  0.1019999980926514E+02, -0.7608028265101252E-01, -0.2578855907745744E-03,  0.1544488153554949E+00, -0.5874057414634917E-03,  0.1000000000000000E+01
  0.1030000019073486E+02, -0.7608047168041969E-01, -0.2592069043158574E-03,  0.1544486898746049E+00, -0.5878550060101213E-03,  0.1000000000000000E+01
  0.1039999961853027E+02, -0.7608065927344790E-01, -0.2604563208758738E-03,  0.1544485674265775E+00, -0.5882768256206242E-03,  0.1000000000000000E+01
  0.1050000000000000E+02, -0.7608084540750935E-01, -0.2616391790429821E-03,  0.1544484479179525E+00, -0.5886733242083558E-03,  0.1000000000000000E+01
  0.1060000038146973E+02, -0.7608103006207834E-01, -0.2627602990251019E-03,  0.1544483312596651E+00, -0.5890464176738068E-03,  0.1000000000000000E+01
  0.1069999980926514E+02, -0.7608121321854633E-01, -0.2638240442991120E-03,  0.1544482173667362E+00, -0.5893978386775372E-03,  0.1000000000000000E+01
  0.1080000019073486E+02, -0.7608139486008261E-01, -0.2648343746659725E-03,  0.1544481061579912E+00, -0.5897291579570699E-03,  0.1000000000000000E+01
  0.1089999961853027E+02, -0.7608157497151483E-01, -0.2657948920743274E-03,  0.1544479975558046E+00, -0.5900418027372902E-03,  0.1000000000000000E+01
  0.1100000000000000E+02, -0.7608175353921488E-01, -0.2667088803378184E-03,  0.1544478914858660E+00, -0.5903370726861997E-03,  0.1000000000000000E+01
  0.1110000038146973E+02, -0.7608193055100129E-01, -0.2675793396738986E-03,  0.1544477878769699E+00, -0.5906161537896123E-03,  0.1000000000000000E+01
  0.1119999980926514E+02, -0.7608210599604241E-01, -0.2684090168360287E-03,  0.1544476866608197E+00, -0.5908801304544980E-03,  0.1000000000000000E+01
  0.1130000019073486E+02, -0.7608227986477197E-01, -0.2692004314810065E-03,  0.1544475877718521E+00, -0.5911299960992751E-03,  0.1000000000000000E+01
  0.1139999961853027E+02, -0.7608245214881079E-01, -0.2699558993082824E-03,  0.1544474911470723E+00, -0.5913666624472342E-03,  0.1000000000000000E+01
  0.1150000000000000E+02, -0.7608262284089673E-01, -0.2706775524241363E-03,  0.1544473967259047E+00, -0.5915909677044055E-03,  0.1000000000000000E+01
 -0.1150000000000000E+02, -0.7607078848169836E-01, -0.6525946274688870E-05,  0.1544666474377459E+00, -0.1235896985250903E-04,  0.1000000000000000E+03
 -0.1139999961853027E+02, -0.7607080052078911E-01, -0.6632464044941238E-05,  0.1544666224259209E+00, -0.1255916129343372E-04,  0.1000000000000000E+03
 -0.1130000019073486E+02, -0.7607081283569940E-01, -0.6744106803725097E-05,  0.1544665968425592E+00, -0.1276908197715617E-04,  0.1000000000000000E+03
 -0.1119999980926514E+02, -0.7607082543656779E-01, -0.6861222131408863E-05,  0.1544665706667383E+00, -0.1298939402037608E-04,  0.1000000000000000E+03
 -0.1110000038146973E+02, -0.7607083833408800E-01, -0.6984188697713185E-05,  0.1544665438763922E+00, -0.1322081885429110E-04,  0.1000000000000000E+03
 -0.1100000000000000E+02, -0.7607085153955093E-01, -0.7113419762641909E-05,  0.1544665164482275E+00, -0.1346414390923926E-04,  0.1000000000000000E+03
 -0.1089999961853027E+02, -0.7607086506489000E-01, -0.7249367157520252E-05,  0.1544664883576281E+00, -0.1372023021694836E-04,  0.1000000000000000E+03
 -0.1080000019073486E+02, -0.7607087892273132E-01, -0.7392525824897589E-05,  0.1544664595785538E+00, -0.1399002108016034E-04,  0.1000000000000000E+03
 -0.1069999980926514E+02, -0.7607089312644931E-01, -0.7543439010410053E-05,  0.1544664300834263E+00, -0.1427455198801647E-04,  0.1000000000000000E+03
 -0.1060000038146973E+02, -0.7607090769022730E-01, -0.7702704218039504E-05,  0.1544663998430047E+00, -0.1457496199038627E-04,  0.1000000000000000E+03
 -0.1050000000000000E+02, -0.7607092262912404E-01, -0.7870980062961509E-05,  0.1544663688262470E+00, -0.1489250678699758E-04,  0.1000000000000000E+03
 -0.1039999961853027E+02, -0.7607093795914840E-01, -0.8048994183035194E-05,  0.1544663370001590E+00, -0.1522857383977279E-04,  0.1000000000000000E+03
 -0.1030000019073486E+02, -0.7607095369734279E-01, -0.8237552404154570E-05,  0.1544663043296231E+00, -0.1558469988168966E-04,  0.1000000000000000E+03
 -0.1019999980926514E+02, -0.7607096986187357E-01, -0.8437549397401659E-05,  0.1544662707772117E+00, -0.1596259127621632E-04,  0.1000000000000000E+03
 -0.1010000038146973E+02, -0.7607098647213394E-01, -0.8649981117463237E-05,  0.1544662363029766E+00, -0.1636414778239651E-04,  0.1000000000000000E+03
 -0.1000000000000000E+02, -0.7607100354885855E-01, -0.8875959379782716E-05,  0.1544662008642136E+00, -0.1679149040727046E-04,  0.1000000000000000E+03
 -0.9899999618530273E+01, -0.7607102111425129E-01, -0.9116729016178805E-05,  0.1544661644152012E+00, -0.1724699418811094E-04,  0.1000000000000000E+03
 -0.9800000190734863E+01, -0.7607103919213026E-01, -0.9373688156398476E-05,  0.1544661269069029E+00, -0.1773332695071869E-04,  0.1000000000000000E+03
 -0.9699999809265137E+01, -0.7607105780809047E-01, -0.9648412319223477E-05,  0.1544660882866351E+00, -0.1825349535175682E-04,  0.1000000000000000E+03
 -0.9600000381469727E+01, -0.7607107698968531E-01, -0.9942683173250944E-05,  0.1544660484976886E+00, -0.1881089985043263E-04,  0.1000000000000000E+03
 -0.9500000000000000E+01, -0.7607109676663872E-01, -0.1025852305618530E-04,  0.1544660074789020E+00, -0.1940940069312871E-04,  0.1000000000000000E+03
 -0.9399999618530273E+01, -0.7607111717108271E-01, -0.1059823664251068E-04,  0.1544659651641713E+00, -0.2005339756928055E-04,  0.1000000000000000E+03
 -0.9300000190734863E+01, -0.7607113823782767E-01, -0.1096446154377588E-04,  0.1544659214818929E+00, -0.2074792635529381E-04,  0.1000000000000000E+03
 -0.9199999809265137E+01, -0.7607116000467729E-01, -0.1136023015611686E-04,  0.1544658763543222E+00, -0.2149877737479536E-04,  0.1000000000000000E+03
 -0.9100000381469727E+01, -0.7607118251278867E-01, -0.1178904577858149E-04,  0.1544658296968320E+00, -0.2231264096457294E-04,  0.1000000000000000E+03
 -0.9000000000000000E+01, -0.7607120580709170E-01, -0.1225497699141728E-04,  0.1544657814170555E+00, -0.2319728798527386E-04,  0.1000000000000000E+03
 -0.8899999618530273E+01, -0.7607122993677641E-01, -0.1276277561173868E-04,  0.1544657314138857E+00, -0.2416179545919015E-04,  0.1000000000000000E+03
 -0.8800000190734863E+01, -0.7607125495586430E-01, -0.1331802538620680E-04,  0.1544656795763021E+00, -0.2521683105255565E-04,  0.1000000000000000E+03
 -0.8699999809265137E+01, -0.7607128092388428E-01, -0.1392733117896827E-04,  0.1544656257819906E+00, -0.2637501509920258E-04,  0.1000000000000000E+03
 -0.8600000381469727E+01, -0.7607130790667123E-01, -0.1459856211655391E-04,  0.1544655698957009E+00, -0.2765138597035900E-04,  0.1000000000000000E+03
 -0.8500000000000000E+01, -0.7607133597732352E-01, -0.1534116751939581E-04,  0.1544655117672854E+00, -0.2906400489335680E-04,  0.1000000000000000E+03
 -0.8399999618530273E+01, -0.7607136521735312E-01, -0.1616659234562259E-04,  0.1544654512293409E+00, -0.3063475148558181E-04,  0.1000000000000000E+03
 -0.8300000190734863E+01, -0.7607139571808653E-01, -0.1708883070141854E-04,  0.1544653880943358E+00, -0.3239038398972285E-04,  0.1000000000000000E+03
 -0.8199999809265137E+01, -0.7607142758238129E-01, -0.1812517402736954E-04,  0.1544653221510937E+00, -0.3436397290410150E-04,  0.1000000000000000E+03
 -0.8100000381469727E+01, -0.7607146092674881E-01, -0.1929723872428129E-04,  0.1544652531604305E+00, -0.3659687085611433E-04,  0.1000000000000000E+03
 -0.8000000000000000E+01, -0.7607149588402415E-01, -0.2063240291469817E-04,  0.1544651808496900E+00, -0.3914146807070822E-04,  0.1000000000000000E+03
 -0.7900000095367432E+01, -0.7607153260674561E-01, -0.2216585563996674E-04,  0.1544651049057979E+00, -0.4206512462600416E-04,  0.1000000000000000E+03
 -0.7800000190734863E+01, -0.7607157127151964E-01, -0.2394358591457119E-04,  0.1544650249663111E+00, -0.4545591016582880E-04,  0.1000000000000000E+03
 -0.7699999809265137E+01, -0.7607161208473380E-01, -0.2602685535144227E-04,  0.1544649406076843E+00, -0.4943119965281961E-04,  0.1000000000000000E+03
 -0.7599999904632568E+01, -0.7607165529019105E-01, -0.2849908928717282E-04,  0.1544648513295916E+00, -0.5415093097876392E-04,  0.1000000000000000E+03
 -0.7500000000000000E+01, -0.7607170117953241E-01, -0.3147685981547130E-04,  0.1544647565335024E+00, -0.5983876283536790E-04,  0.1000000000000000E+03
 -0.7400000095367432E+01, -0.7607175010684750E-01, -0.3512809892040384E-04,  0.1544646554926312E+00, -0.6681722087469926E-04,  0.1000000000000000E+03
 -0.7300000190734863E+01, -0.7607180250979306E-01, -0.3970375913997730E-04,  0.1544645473084532E+00, -0.7556893295335008E-04,  0.1000000000000000E+03
 -0.7199999809265137E+01, -0.7607185894128186E-01, -0.4559607622205432E-04,  0.1544644308453605E+00, -0.8684966832862300E-04,  0.1000000000000000E+03
 -0.7099999904632568E+01, -0.7607192011927633E-01, -0.5345358404393618E-04,  0.1544643046277901E+00, -0.1019124871777638E-03,  0.1000000000000000E+03
 -0.7000000000000000E+01, -0.7607198700969560E-01, -0.6442923115564808E-04,  0.1544641666684078E+00, -0.1229945829750711E-03,  0.1000000000000000E+03
 -0.6900000095367432E+01, -0.7607196536666186E-01, -0.5168362121993012E-04,  0.1544640187799119E+00, -0.1482665343951379E-03,  0.1000000000000000E+03
 -0.6800000190734863E+01, -0.7607193928770795E-01, -0.3893394076885670E-04,  0.1544638644969712E+00, -0.1735307266625166E-03,  0.1000000000000000E+03
 -0.6699999809265137E+01, -0.7607190875968020E-01, -0.2617994060444863E-04,  0.1544637038698944E+00, -0.1987867033608366E-03,  0.1000000000000000E+03
 -0.6599999904632568E+01, -0.7607187376864501E-01, -0.1342135152095682E-04,  0.1544635369515041E+00, -0.2240339717989732E-03,  0.1000000000000000E+03
 -0.6500000000000000E+01, -0.7607183429982507E-01, -0.6578823014908187E-06,  0.1544633637973123E+00, -0.2492719993521175E-03,  0.1000000000000000E+03
 -0.6400000095367432E+01, -0.7607179033753671E-01,  0.1211078253306596E-04,  0.1544631844657194E+00, -0.2745002093588705E-03,  0.1200000000000000E+01
 -0.6300000190734863E+01, -0.7607174186511062E-01,  0.2488498525556160E-04,  0.1544629990182276E+00, -0.2997179765021649E-03,  0.1200000000000000E+01
 -0.6199999809265137E+01, -0.7607168886481284E-01,  0.3766509778630488E-04,  0.1544628075196788E+00, -0.3249246215997692E-03,  0.1200000000000000E+01
 -0.6099999904632568E+01, -0.7607163131775212E-01,  0.5045152492063082E-04,  0.1544626100385104E+00, -0.3501194057168474E-03,  0.1200000000000000E+01
 -0.6000000000000000E+01, -0.7607156920378051E-01,  0.6324470798358028E-04,  0.1544624066470458E+00, -0.3753015234879731E-03,  0.1200000000000000E+01
 -0.5900000095367432E+01, -0.7607163809366919E-01,  0.1128528056547767E-04,  0.1544622091120171E+00, -0.3962729670479868E-03,  0.1200000000000000E+01
 -0.5800000190734863E+01, -0.7607170705925895E-01, -0.2585475373564953E-04,  0.1544620274791587E+00, -0.4112038306749165E-03,  0.1200000000000000E+01
 -0.5699999809265137E+01, -0.7607177507070197E-01, -0.5362580984095971E-04,  0.1544618597717015E+00, -0.4223306486748992E-03,  0.1200000000000000E+01
 -0.5599999904632568E+01, -0.7607184138588048E-01, -0.7509290104563846E-04,  0.1544617045137932E+00, -0.4309056899962652E-03,  0.1200000000000000E+01
 -0.5500000000000000E+01, -0.7607190544490268E-01, -0.9210878606284018E-04,  0.1544615605667626E+00, -0.4376837900716225E-03,  0.1200000000000000E+01
 -0.5400000095367432E+01, -0.7607196681110323E-01, -0.1058577654647380E-03,  0.1544614270299552E+00, -0.4431464874975466E-03,  0.1200000000000000E+01
 -0.5300000190734863E+01, -0.7607202513538384E-01, -0.1171311295708359E-03,  0.1544613031772796E+00, -0.4476150477694462E-03,  0.1200000000000000E+01
 -0.5199999809265137E+01, -0.7607208013334794E-01, -0.1264768163701365E-03,  0.1544611884147852E+00, -0.4513116800322886E-03,  0.1200000000000000E+01
 -0.5099999904632568E+01, -0.7607213156995514E-01, -0.1342854764911166E-03,  0.1544610822512818E+00, -0.4543946611971845E-03,  0.1200000000000000E+01
 -0.5000000000000000E+01, -0.7607217924884817E-01, -0.1408423415323556E-03,  0.1544609842773895E+00, -0.4569794675688896E-03,  0.1200000000000000E+01
 -0.4900000095367432E+01, -0.7607222300470283E-01, -0.1463597320927183E-03,  0.1544608941502484E+00, -0.4591520012017669E-03,  0.1200000000000000E+01
 -0.4800000190734863E+01, -0.7607226269762538E-01, -0.1509981154137474E-03,  0.1544608115821338E+00, -0.4609771483718751E-03,  0.1200000000000000E+01
 -0.4699999809265137E+01, -0.7607229820896584E-01, -0.1548801301369295E-03,  0.1544607363318589E+00, -0.4625044747058956E-03,  0.1200000000000000E+01
 -0.4599999904632568E+01, -0.7607232943815155E-01, -0.1581001450951278E-03,  0.1544606681982091E+00, -0.4637721039406618E-03,  0.1200000000000000E+01
 -0.4500000000000000E+01, -0.7607235630027176E-01, -0.1607308952882839E-03,  0.1544606070148902E+00, -0.4648094089397768E-03,  0.1200000000000000E+01
 -0.4400000095367432E+01, -0.7607237872422354E-01, -0.1628281499279546E-03,  0.1544605526466403E+00, -0.4656389035493166E-03,  0.1200000000000000E+01
 -0.4300000190734863E+01, -0.7607239665130290E-01, -0.1644340175846864E-03,  0.1544605049862530E+00, -0.4662775812867092E-03,  0.1200000000000000E+01
 -0.4199999809265137E+01, -0.7607241003413701E-01, -0.1655792785792122E-03,  0.1544604639523319E+00, -0.4667378593567886E-03,  0.1200000000000000E+01
 -0.4099999904632568E+01, -0.7607241883591290E-01, -0.1662849983713414E-03,  0.1544604294876575E+00, -0.4670282309949865E-03,  0.1200000000000000E+01
 -0.4000000000000000E+01, -0.7607242302984134E-01, -0.1665635858790884E-03,  0.1544604015580740E+00, -0.4671536926096263E-03,  0.1200000000000000E+01
 -0.3900000095367432E+01, -0.7607242259884402E-01, -0.1664193986345797E-03,  0.1544603801518436E+00, -0.4671159869738701E-03,  0.1200000000000000E+01
 -0.3799999952316284E+01, -0.7607241753543494E-01, -0.1658489508631905E-03,  0.1544603652794319E+00, -0.4669136850775081E-03,  0.1200000000000000E+01
 -0.3700000047683716E+01, -0.7607240784179610E-01, -0.1648407432666261E-03,  0.1544603569737211E+00, -0.4665421140548533E-03,  0.1200000000000000E+01
 -0.3599999904632568E+01, -0.7607239353005359E-01, -0.1633746987531456E-03,  0.1544603552906524E+00, -0.4659931245090445E-03,  0.1200000000000000E+01
 -0.3500000000000000E+01, -0.7607237462275941E-01, -0.1614211514377282E-03,  0.1544603603103374E+00, -0.4652546754517341E-03,  0.1200000000000000E+01
 -0.3400000095367432E+01, -0.7607235115361194E-01, -0.1589392912696375E-03,  0.1544603721386887E+00, -0.4643101966391205E-03,  0.1200000000000000E+01
 -0.3299999952316284E+01, -0.7607232316844435E-01, -0.1558749060998173E-03,  0.1544603909096555E+00, -0.4631376632163287E-03,  0.1200000000000000E+01
 -0.3200000047683716E+01, -0.7607229072654895E-01, -0.1521571756110844E-03,  0.1544604167881928E+00, -0.4617082816305089E-03,  0.1200000000000000E+01
 -0.3099999904632568E+01, -0.7607225390240750E-01, -0.1476941390766827E-03,  0.1544604499741367E+00, -0.4599846312088634E-03,  0.1200000000000000E+01
 -0.3000000000000000E+01, -0.7607221278794307E-01, -0.1423662504151253E-03,  0.1544604907072356E+00, -0.4579180198105724E-03,  0.1200000000000000E+01
 -0.2900000095367432E+01, -0.7607216749546494E-01, -0.1360170947948445E-03,  0.1544605392736969E+00, -0.4554446718813273E-03,  0.1200000000000000E+01
 -0.2799999952316284E+01, -0.7607211816153968E-01, -0.1284397708568656E-03,  0.1544605960147487E+00, -0.4524801314590859E-03,  0.1200000000000000E+01
 -0.2700000047683716E+01, -0.7607206495214350E-01, -0.1193564506300445E-03,  0.1544606613379804E+00, -0.4489108518133616E-03,  0.1200000000000000E+01
 -0.2599999904632568E+01, -0.7607200806965780E-01, -0.1083868364111857E-03,  0.1544607357325813E+00, -0.4445811994441247E-03,  0.1200000000000000E+01
 -0.2500000000000000E+01, -0.7607194776256211E-01, -0.9499785113850788E-04,  0.1544608197902120E+00, -0.4392726931545872E-03,  0.1200000000000000E+01
 -0.2400000095367432E+01, -0.7607188433928147E-01, -0.7842019075760216E-04,  0.1544609142342914E+00, -0.4326695006118579E-03,  0.1200000000000000E+01
 -0.2299999952316284E+01, -0.7607181818868425E-01, -0.5750326782280775E-04,  0.1544610199622868E+00, -0.4242983108490443E-03,  0.1200000000000000E+01
 -0.2200000047683716E+01, -0.7607174981187888E-01, -0.3044831560653203E-04,  0.1544611381090034E+00, -0.4134173341070899E-03,  0.1200000000000000E+01
 -0.2099999904632568E+01, -0.7607167987460173E-01,  0.5718384450930758E-05,  0.1544612701455360E+00, -0.3987961994233639E-03,  0.1200000000000000E+01
 -0.2000000000000000E+01, -0.7607160930074860E-01,  0.5628167663645295E-04,  0.1544614180427434E+00, -0.3782379230719033E-03,  0.1200000000000000E+01
 -0.1899999976158142E+01, -0.7607168002698698E-01,  0.4388300834565582E-04,  0.1544615718759469E+00, -0.3535374655035755E-03,  0.1200000000000000E+01
 -0.1799999952316284E+01, -0.7607174633132978E-01,  0.3153231110135802E-04,  0.1544617199975759E+00, -0.3288142185125964E-03,  0.1200000000000000E+01
 -0.1700000047683716E+01, -0.7607180826118126E-01,  0.1923978612549835E-04,  0.1544618623250063E+00, -0.3040661291275271E-03,  0.1200000000000000E+01
 -0.1600000023841858E+01, -0.7607186586971416E-01,  0.7019650635932609E-05,  0.1544619987785668E+00, -0.2792900041684810E-03,  0.1200000000000000E+01
 -0.1500000000000000E+01, -0.7607191921849962E-01, -0.5107866401796257E-05,  0.1544621292808534E+00, -0.2544809819082267E-03,  0.4000000000000000E+02
 -0.1399999976158142E+01, -0.7607196838136424E-01, -0.1711320085968553E-04,  0.1544622537558539E+00, -0.2296316489968604E-03,  0.4000000000000000E+02
 -0.1299999952316284E+01, -0.7607201345031356E-01, -0.2895165633785566E-04,  0.1544623721277261E+00, -0.2047304965712376E-03,  0.4000000000000000E+02
 -0.1200000047683716E+01, -0.7607205454506809E-01, -0.4055270598347740E-04,  0.1544624843189227E+00, -0.1797590649597730E-03,  0.4000000000000000E+02
 -0.1100000023841858E+01, -0.7607209182937223E-01, -0.5179882485124033E-04,  0.1544625902470484E+00, -0.1546862763922762E-03,  0.4000000000000000E+02
 -0.1000000000000000E+01, -0.7607212554100069E-01, -0.6247974299041822E-04,  0.1544626898190223E+00, -0.1294561201993228E-03,  0.4000000000000000E+02
 -0.8999999761581421E+00, -0.7607208342402823E-01, -0.5225749369055679E-04,  0.1544627792166939E+00, -0.1082361339323367E-03,  0.4000000000000000E+02
 -0.8000000119209290E+00, -0.7607204717433970E-01, -0.4505373132585428E-04,  0.1544628564042207E+00, -0.9292873313338170E-04,  0.4000000000000000E+02
 -0.6999999880790710E+00, -0.7607201582762359E-01, -0.3975241474762105E-04,  0.1544629233846918E+00, -0.8133765714187498E-04,  0.4000000000000000E+02
 -0.6000000238418579E+00, -0.7607198867187133E-01, -0.3572593059038059E-04,  0.1544629816358754E+00, -0.7223285698046681E-04,  0.4000000000000000E+02
 -0.5000000000000000E+00, -0.7607196516251122E-01, -0.3259481573703427E-04,  0.1544630322875478E+00, -0.6487252329595077E-04,  0.4000000000000000E+02
